"X","file_id","title","auth_last","auth_first","publ_date","genre","narrator","first_per","third_per","thought","textlength","dialogue","diag_diff","kl_score","ttr_mean","ttr_sd","ttr_norm","ttr_cumsum","ent_mean","ent_sd","ent_norm","ent_cumsum","con_ent_mean","con_ent_sd","con_ent_cumsum","con_ent2_mean","con_ent2_sd","dist_kl_mean","dist_kl_sd","dist_kl_cumsum","dist_cos_mean","dist_cos_sd","dist_cos_cumsum","cross_half_l2","cross_half_tfidf","cross_half_l2_nostopword","cross_half_tfidf_nostopword","thought2","pronoun_first","pronoun_third","period","punct","stopword"
10,"833","Tou seikatsusha","Kobayashi","Takiji","1932","SHISHOSETSU","first",0.0139682209990653,0.00640426489424308,0.00276941184615917,66765,0.118331095104383,0.0215480405322915,0.0885265429104,0.368737112840151,0.0212211893169868,-0.0192861700469265,0.818,4.94270779178018,0.0697463369533625,-0.00478888976025527,0.788,1.49182302262311,0.0389523785765624,0.284,1.64959874670967,0.02966184698185,0.727621049835988,0.0256766729698437,0.96,0.0228643540360318,0.0034553882481156,0.727621049835988,0.0413049360565326,0.933428246824781,0.0773747183786021,0.946313062434278,0.00027124773960217,0,0,0.0354656419529837,0.126378842676311,0.586708860759494
11,"843","Shinsei","Toson","Shimazaki","1918","SHISHOSETSU","third",0.00495666391516922,0.00992523334814909,0.00530986094355197,314407,0.177587174767295,0.0555229180537605,0.0519018523684,0.371085141824532,0.0222063622677139,-0.0296551179157276,0.088,4.9379962377657,0.077488968882467,-0.0619520185969034,0.138,1.53478995368223,0.0463879697533979,0.136,1.60077276284019,0.0379922040499612,0.460577666834807,0.0274743476354667,0.35,0.00703788197413696,0.00356537496773387,0.460577666834807,0.0243309779201805,0.911572511779688,0.0426783875316329,0.916978458684895,0.000194025000121266,0,0,0.0331879762707425,0.0825042806765652,0.588094625992559
12,"1057","Haru no tori","Doppo","Kunikida","1904","SHISHOSETSU","first",0.0114226375908619,0.000148345942738466,0.00623052959501558,7752,0.108569161597461,0.0362338005818567,0.163949321822,0.33490895973576,0.0192835278776088,-0.00309104026423956,0.468,4.98486258303721,0.0341890341931161,0.0482135364747416,0.47,1.60024036391807,0.0375889808066898,0.502,1.73065212760481,0.0435337907378882,1.17862094055116,0.065928414867274,0.65,0.109963709922043,0.0255807693837841,1.17862094055116,0.104084372732945,0.949885675085187,0.182194074213123,0.967794603053313,0,0,0,0.0305037126229179,0.109171182018864,0.568533012241622
13,"1070","Kanashiki chichi","Kasai","Zenzo","1922","SHISHOSETSU","third",0.00248262164846077,0.017212843429328,0.00430321085733201,6452,0.0412567438908283,0.0602983179942875,0.190890302462,0.38045171143029,0.0140272401179295,0.0078578969973005,0.23,5.01398965188416,0.0291181392755825,0.0407381779800868,0.502,1.46302428706141,0.023989955772006,0.214,1.59564139781054,0.00871456979287794,1.26706059959661,0.0671785378663639,0.06,0.117156519735975,0.0282315404170179,1.26706059959661,0.107562770044283,0.959106405989814,0.182922140050896,0.973183750514151,0.00114889705882353,0,0,0.0321691176470588,0.110294117647059,0.564797794117647
14,"1097","Shii no wakaba","Kasai","Zenzo","1924","SHISHOSETSU","first",0.0121082621082621,0.00156695156695157,0.00954415954415954,7087,0.004114058731735,0.000284895468560066,0.234273664746,0.354919804757909,0.0142193120009386,-0.00487054774672929,0.63,5.11698108787666,0.0593390362074284,0.0477443065476155,0.772,1.5270077638143,0.0533226180796883,0.918,1.69674042658017,0.0439662125673663,1.19638316220113,0.104638727684913,0.04,0.124898819386223,0.0263793652422952,1.19638316220113,0.10325062701696,0.951874077867292,0.187456826356326,0.969779182003927,0.00375312760633862,0,0,0.0214762301918265,0.0988323603002502,0.601125938281902
15,"1207","Tandeki","Homei","Iwano","1909","SHISHOSETSU","first",0.0150370388600399,0.000689095070509192,0.00455294957300716,57443,0.268638179920084,0.16886856978293,0.11890577105,0.395933028604058,0.0184897412111131,0.0145989428252769,0.084,5.01949797660865,0.0559596825121058,0.101524576871433,0.886,1.46405232420474,0.0520148594541927,0.262,1.68160885510483,0.0299503308658383,0.810487440944848,0.0507241339684963,0.6,0.0244200629929876,0.0063275840498979,0.810487440944848,0.0425762322566262,0.931800149038185,0.0730819980750817,0.947387553872416,0,0,0,0.02561626565811,0.15200772511467,0.558327298087498
16,"1333","Kyozo no chichi","Kano","Sakujiro","1911","SHISHOSETSU","third",0.00376546530392684,0.00340684956069571,0.00412408104715797,10096,0.424873672269774,0.108574792053344,0.181525374244,0.365373356476395,0.0236780908737841,-0.00130796220492385,0.896,5.04957056176147,0.131014217606695,0.0303536461003402,0.468,1.50305069651545,0.0843133537573019,0.778,1.61694414081478,0.0448150888208681,1.21491474311955,0.0767843934865585,0.83,0.10579565398365,0.0370075874954702,1.21491474311955,0.0970640815156094,0.942459810738424,0.166457992798822,0.965093701470511,0.000875145857642941,0,0,0.0522170361726954,0.13987747957993,0.55352975495916
17,"1335","Gouku","Kamura","Isota","1928","SHISHOSETSU","third",0.00252827677977379,0.00592149035262808,0.00379241516966068,16983,0.0971888515136953,0.053580009610764,0.203948726054,0.431861197081799,0.0195246725665548,-0.00473345532461844,0.828,5.18145721162451,0.0530120755881996,-0.020785086069413,0.738,1.40847502229878,0.0400499635436424,0.248,1.52034189840382,0.030597885601919,1.17135571687322,0.0627827573767524,0.01,0.0732846793588092,0.0378901431348342,1.17135571687322,0.072881789461092,0.960750418755805,0.110592064804285,0.973200195020623,0.00130582397492818,0,0,0.0316009401932619,0.0890571950901018,0.554888134412814
18,"1502","Hakai","Toson","Shimazaki","1906","SHISHOSETSU","third",0.0030607309660793,0.00134989785532271,0.00496646911477019,207451,0.316010882284687,0.0850011503357763,0.0459606062148,0.410820097806841,0.0268338518623444,-0.00744926246251881,0,5.12282709941302,0.0648648031956024,0.0373487124144081,0.016,1.3911623354159,0.042535892915985,0.048,1.6066953812616,0.0352389149743224,0.581874949906435,0.0324530719681385,0.21,0.0131130140918565,0.00568201194687161,0.581874949906435,0.0290085172768285,0.908729635093935,0.0446769616474483,0.91423663561712,0.00116887877551303,0,0,0.0425153717933644,0.134033738406313,0.544559180539897
19,"1509","Ie (Part 1 and 2) ","Toson","Shimazaki","1910","SHISHOSETSU","third",0.00311218155918008,0.00414766843824551,0.00350692517606137,277607,0.34800837010485,0.0380507960157003,0.0282219794838,0.395986474109983,0.0179129597256227,-0.00572265779531606,0.136,5.03034912400397,0.0668731069312291,0.02990414223322,0.282,1.45866809319668,0.0503538719836844,0.214,1.6042012409458,0.0336212955642848,0.520929076957157,0.0259445947776725,0.08,0.0099640296842986,0.0035251251803025,0.520929076957157,0.0266137008277918,0.916860432233523,0.0505595583479527,0.921137339377042,0.000196280224502138,0,0,0.0367627555621572,0.130133788844917,0.559372115476431
20,"1669","Futon","Katai","Tayama","1907","SHISHOSETSU","third",0.00375661845179992,0.00109444789540628,0.00446653060017156,46022,0.246287956481027,0.159049360146252,0.0791161484255,0.405877005650302,0.0230050517152954,-0.0114940498448012,0.034,5.07130985437708,0.0659121638947336,0.0172921058036311,0.146,1.48681118549316,0.0495454230638858,0.708,1.64079151676053,0.0413265590077595,0.903175362331289,0.0644214816087771,0.26,0.0324220822327843,0.0101371841870355,0.903175362331289,0.0507726306615701,0.932544399586829,0.0787231623721665,0.949006294692825,0.00016262278019905,0,0,0.0349638977427958,0.118519482209068,0.548298965719118
21,"1675","Utsuriga","Chikamatsu","Shuko","1915","SHISHOSETSU","first",0.0123385057078406,0.000649395037254768,0.00649395037254768,44986,0.324794609064894,0.0504938613495799,0.0748316178301,0.36255175576788,0.0278210836539281,-0.00764475078233795,0,4.94259088733313,0.101216186184639,-0.00772030095104448,0.002,1.49763376095156,0.0509725831937067,0.066,1.60938848837737,0.0419970823061879,0.796350679601376,0.0495274264459104,0.13,0.0319649368071133,0.00715917895492887,0.796350679601376,0.0508104256773071,0.933487229735876,0.0899590792393403,0.957875933452356,3.527585720333e-05,0,0,0.0312544094821504,0.117539156201496,0.60233526174686
22,"1676","Kurokami","Chikamatsu","Shuko","1922","SHISHOSETSU","first",0.00766566350576344,0.00528079041508148,0.00420191925501107,24050,0.250787033097932,0.194078107717179,0.168854707662,0.393076176188704,0.0214531952573053,-0.000248413975230288,0.772,5.03845795631219,0.072025231822253,0.0495901759636235,0.16,1.4820927765001,0.0549772793468848,0.01,1.64431133740133,0.0463715206547889,0.973355524617153,0.0508194517814834,0.06,0.0464566404759175,0.0119046690175582,0.973355524617153,0.0627011814415647,0.943300179326837,0.110887334489211,0.961830428202014,6.52145558888744e-05,0,0,0.0245858875701056,0.112560323464197,0.587778792226425
23,"1677","Kyoran","Chikamatsu","Shuko","1922","SHISHOSETSU","first",0.00976150091730416,0.0035307556509398,0.00678458929004119,41042,0.282153861445184,0.0692277109631249,0.120302406609,0.369936695178906,0.0258988848975873,-0.0134546091689198,0.124,4.97918468520965,0.0757529132406788,0.0403223384362841,0.02,1.47676627513497,0.04510564150253,0.012,1.63766974981278,0.0350430914181054,0.835524427635264,0.0477953589430376,0.49,0.0361630178563197,0.0135557292494374,0.835524427635264,0.0530340260724406,0.934400882939325,0.0948691626327512,0.950000531918737,0.000380923358220326,0,0,0.0204936766722535,0.116905378637818,0.592373914368429
24,"1678","Shimo kouru yoi","Chikamatsu","Shuko","1922","SHISHOSETSU","first",0.0111563241776874,0.00495083079009834,0.00644286198711428,45730,0.342518895057187,0.0464030268486934,0.152484470844,0.363993215859199,0.0205692613590221,-0.0141409975621431,0,4.97435686454911,0.0650500471728364,-0.00257323072738824,0,1.48485786480647,0.0465089889314064,0.338,1.61769804859318,0.0377706177494781,0.774390306442953,0.0462395539485553,0.3,0.0346267013428597,0.00986202369632139,0.774390306442953,0.0528433326146004,0.933670170527861,0.0936782556468063,0.952444860799186,0.000206164312957427,0,0,0.0223688279558808,0.103769370855238,0.605160979967701
25,"1699","Kasou jinbutsu","Tokuda","Shusei","","SHISHOSETSU","third",0.00167246868766957,0.0102949739218771,0.00470149531089335,198838,0.168535390732433,0.0229585907022357,0.0280289594214,0.401144264629291,0.0187699235557961,0.00490897051164418,0.226,5.00101752806559,0.063852090862943,0.0486321002622363,0.782,1.49326087475932,0.0443205754332311,0.596,1.59867429447317,0.0326158728483685,0.586531205712627,0.0138843297715665,0.66,0.00758536556822262,0.00271936377220076,0.586531205712627,0.0244174808174055,0.931896913483528,0.0417489856831957,0.939601685931932,0.000773566139904962,0,0,0.033744849470344,0.108812339169285,0.59466712975388
26,"1700","Arajotai","Tokuda","Shusei","1908","SHISHOSETSU","third",0.00278346020993326,0.000637177638418458,0.00442670780374929,42383,0.274582785967985,0.00170291441638687,0.0933406007912,0.402664423426792,0.0244543534385349,0.0192238947924311,0,5.06285661299752,0.0830364136857009,0.118162970224605,0,1.40722816682859,0.0392025727237618,0.286,1.56812298656157,0.025038204407686,0.885517247523003,0.0489710927603582,0.31,0.0334129124909757,0.00748800327330736,0.885517247523003,0.0499190469656613,0.937885407596445,0.083796843639278,0.953350283834469,0,0,0,0.0505499229749579,0.141941031060796,0.557123920753771
27,"1702","Kabi","Tokuda","Shusei","1911","SHISHOSETSU","third",0.00247072478424252,0.000528620186396074,0.00352796515703467,114890,0.215033782260029,0.0237822606400954,0.0487101144375,0.38849467370477,0.0206380910385796,0.00976360894077488,0.324,4.97219381526549,0.0580903856974211,0.0533294104809636,0.942,1.4617684488532,0.0371751393195748,0.388,1.56010011763058,0.0299490734789469,0.63994379445092,0.0340641226915406,0.26,0.011952939925209,0.00287395325496362,0.63994379445092,0.0308269768675325,0.932537952967027,0.0550659908783623,0.941868434156549,0.000119644257740319,0,0,0.0422743044015793,0.11686585219946,0.578440104755195
28,"1976","Ippon no hana","Miyamoto","Yuriko","1927","SHISHOSETSU","third",0.00332394366197183,0.00484507042253521,0.00484507042253521,28147,0.335181092924829,0.0741848103758982,0.203357064739,0.424969694558643,0.0223924418531342,0.0147199757734916,0.076,5.13789462863698,0.0862404034642967,0.120027521276498,0.002,1.39987104465954,0.0612737049983712,0.018,1.61868058808943,0.0359391114658513,1.1275836533285,0.0480183426178734,0.22,0.0515618423883165,0.0125819748918206,1.1275836533285,0.0604166701923976,0.951384962830809,0.103885960177026,0.965185377415982,0.000393789378937894,0,0,0.0326845184518452,0.156728172817282,0.52486498649865
29,"2015","Nobuko","Miyamoto","Yuriko","1924","SHISHOSETSU","third",0.00477741317851888,0.0116049276308094,0.0059779229334302,241380,0.301002250653034,0.000949327236163255,0.0415377002714,0.419929135490457,0.0267408340943304,0.0111176412375835,0.03,5.08211900830818,0.0807331133994751,0.0940389721033945,0.128,1.41732828485501,0.048142738118287,0.404,1.61642005660922,0.0421601745933411,0.648265949327865,0.029898127126154,0.61,0.00889386152538522,0.00285394199924549,0.648265949327865,0.0239050085504156,0.935557015958589,0.0426446572721067,0.942000503774131,0.000418793351655542,0,0,0.0370239497447978,0.152035073943201,0.541166077738516
30,"3057","Ibota no mushi","Nakatogawa","Kichiji","1919","SHISHOSETSU","first",0.0153703321642253,0.00154734887559315,0.00649886527749123,11537,0.143109696808981,0.0525312670411969,0.193503357755,0.3525371628441,0.0121418669482816,-0.00258682089573697,0.38,5.01950651553441,0.0376521601485896,0.0756175496079861,0.178,1.50792955513519,0.0267630635623382,0.772,1.64612236854122,0.0165190571558743,1.06968560948678,0.0650790014911103,0.19,0.0803790804044757,0.0225397548767317,1.06968560948678,0.0810188583046201,0.94599211028523,0.144534320123812,0.959273230836025,0.00325896214590123,0,0,0.0304587615943846,0.120456254700426,0.56944096264728
31,"3310","Heibon","Futabatei","Shimei","1907","SHISHOSETSU","first",0.011001100110011,0.00150258928331858,0.00477608736483404,82745,0.0790956263899185,0.00217445021003213,0.127649950981,0.394513486308701,0.0274619858324622,-0.0250682711996419,0.004,5.04906368600397,0.0852334539525078,0.0173663540536957,0,1.43939937299459,0.0501396703021591,0.152,1.60376954670242,0.0357784658544194,0.828723074337983,0.0355296896797262,0.99,0.0280022569916943,0.00859699141008151,0.828723074337983,0.043079337822335,0.947380583701999,0.0696776403007061,0.955485346192785,0.000121252013649512,0,0,0.0293603090194176,0.118671077930401,0.543035803987459
32,"4470","Tono he","Mizuno","Yoshu","1909","SHISHOSETSU","first",0.013060760931289,0.000405613693518293,0.00438062788999757,14956,0.139836717605192,0.155168539347726,0.114062796659,0.359021658626681,0.0131566397853316,0.00257696588925077,0.678,4.85397697041113,0.0583363908706736,0.0445099970567719,0.556,1.56745805522079,0.0395633706254961,0.106,1.68277873592924,0.0198079265257228,1.01487926227715,0.0970481086254357,0.01,0.0598567073351013,0.0308057907087717,1.01487926227715,0.0771838197429959,0.941766810451543,0.128542977257017,0.956140867866977,0,0,0,0.0509073075036783,0.131731240804316,0.540755272192251
33,"4492","Kouyu","Mizuno","Yoshu","1909","SHISHOSETSU","first",0.0155565293602103,0,0.00832602979842244,6016,0.205154998258447,0.0327412051549983,0.189010582004,0.354355505204212,0.022431986719917,0.0227287770936128,0.668,4.78738759747625,0.102825825327854,0.109097365726179,0.522,1.53871582246794,0.0412411236030615,0.238,1.68249501201947,0.0307354140504459,1.21763760649363,0.0958873263076483,0.53,0.11293952678838,0.0289718582347846,1.21763760649363,0.114071531323419,0.951312158836635,0.198027338320666,0.966456133254229,0,0,0,0.0480218959940284,0.155262503110226,0.540930579746206
34,"4494","Tasogare","Mizuno","Yoshu","1909","SHISHOSETSU","third",0.00862812769628991,0.000862812769628991,0.00323554788610871,5496,0.116615853658537,0.00762195121951219,0.163292961272,0.333603620648444,0.0106052651132637,0.0109998823306867,0.804,4.89175598298477,0.0627683772848732,0.0783539076160631,0.65,1.64029735598574,0.0158043169474063,0.646,1.74619947632954,0.0385485965862024,1.27199241258062,0.0918965038497457,0.16,0.119436265156566,0.0385498147701515,1.27199241258062,0.11644807365003,0.957487766226493,0.200166573606278,0.972053607343368,0,0,0,0.0570342205323194,0.144215100488865,0.534220532319392
35,"4661","Namerigawa hotori nite","Kamura","Isota","1931","SHISHOSETSU","first",0.00940002320993385,0.00104444702332598,0.00266914239294418,12226,0.277097315436242,0.103859060402685,0.315109821633,0.457502720846943,0.0183048928247632,0.0192163820491291,0.356,5.23678753428352,0.0481177524428272,0.122364979764567,0.58,1.37389748895624,0.0428543136663816,0.754,1.60517889885447,0.044617625245661,1.35093982414705,0.0709341891863376,1,0.0823290523441127,0.0291557182168351,1.35093982414705,0.077964673764748,0.961502301108966,0.126778708810282,0.976140730750133,0.00108407612623464,0,0,0.0315586605637196,0.13623223319682,0.508431703204047
36,"42348","Yamanote no ko","Mizukami","Ryutarou","1911","SHISHOSETSU","first",0.0129954049396898,0.00150775416427341,0.00373348650201034,15913,0.104366278695904,0.0734223697616874,0.116624107246,0.422845303426755,0.0235170224085099,-0.00462107864368216,0.716,5.09258671505703,0.0711469715278059,-0.0118151991954187,0.544,1.51615236830116,0.0397606249442852,0.014,1.5842589948457,0.0217870617464044,1.08493469465735,0.0663276866384275,0.38,0.0542634549857787,0.0145575887590852,1.08493469465735,0.0706999257427435,0.945164259030176,0.113915644303422,0.958680033095919,0,0,0,0.0272906403940887,0.0658128078817734,0.548275862068966
37,"42377","Haguruma","Akutagawa","Ryunosuke","1927","SHISHOSETSU","first",0.0232547344968437,0.00603416264389157,0.00515224656516896,25724,0.142834407575396,0.00238720458343281,0.126178375234,0.369168020843039,0.0138176248905962,-0.00712867072579793,0.33,4.86033105856183,0.0863883334816915,-0.0133736650594471,0.506,1.5144972468812,0.0416443366657562,0.85,1.58878082304163,0.0345288820029068,0.925232296171478,0.0426468434218404,0.53,0.0274388498395671,0.00710529975300844,0.925232296171478,0.0548043010110623,0.947232621077377,0.0975213559777378,0.959946362632465,0,0,0,0.0427929277794426,0.11321546299071,0.548097093197483
38,"42390","Onjin","Toyoshima","Yoshio","1914","SHISHOSETSU","third",0.00259213343852136,0.0216386791389609,0.00484616251549645,13733,0.329479331973098,0.0271031351038026,0.14151006329,0.376355156253789,0.0199517019861539,0.00786621820069183,0.404,4.9587607677848,0.0526405621985018,0.0466491206964506,0.294,1.4975378404412,0.0299120991527829,0.426,1.56741460322272,0.0198515218147635,1.06331393655346,0.0861761772035948,0.94,0.0698168948992402,0.021728920992723,1.06331393655346,0.0784539086255196,0.945031299036592,0.133736781561058,0.967841555203935,0,0,0,0.0555066079295154,0.125991189427313,0.576982378854626
39,"42394","Shonen no shi","Toyoshima","Yoshio","1916","SHISHOSETSU","third",0.0027111155738528,0.015463399939753,0.00311276232553469,13832,0.256791044776119,0.0425373134328358,0.10494475939,0.362185955133446,0.0105632387639409,-0.00310803393759268,0.446,4.93862358448535,0.0393012045008311,0.018725633575019,0.188,1.48361747672011,0.0358620469493359,0.862,1.52332156349493,0.0275530586177168,1.01120134118722,0.0878615458914637,0.24,0.0699942850425807,0.0274635872935691,1.01120134118722,0.0784516956102874,0.940358591098969,0.13752928097121,0.959952109626899,0.000110302228105008,0,0,0.0591219942642841,0.107434370174278,0.597065960732407
40,"42396","Sei araba","Toyoshima","Yoshio","1917","SHISHOSETSU","third",0.00374485849346185,0.0121554423230401,0.00331512063355639,23818,0.292428652100256,0.120002647714825,0.140217547097,0.374066869630208,0.0156576668192473,-0.00307289201659577,0.828,4.99360287213143,0.0566620975859381,0.0273148785499382,0.176,1.47397263119089,0.0354733058700165,0.354,1.54508834671103,0.0306496833185488,0.960711551213544,0.0475662118841593,0.51,0.0492179151196973,0.0204185124308712,0.960711551213544,0.0633084101187515,0.939616719550199,0.108903822171366,0.956705202725531,0,0,0,0.0567913824972911,0.122378736694499,0.565491745809166
41,"43243","Jyonan","Doppo","Kunikida","1903","SHISHOSETSU","first",0.0136658694909464,0.00216376266939984,0.00301787951258399,23083,0.225319805910895,0.10163211292457,0.508920416435,0.355686550768598,0.0276878935614073,-0.0221381914994432,0.01,4.96762692357475,0.0908816157715498,-0.037425043895098,0.012,1.49563814755898,0.0376511813037864,0.918,1.59540040867355,0.0269235502557492,0.953135064806515,0.0886374774189596,0.46,0.0546785775377011,0.0156737687290075,0.953135064806515,0.0679357162971046,0.947482345984876,0.131158646465116,0.964991989412974,0,0,0,0.0216540744738262,0.0870885051268214,0.60456017269293
42,"45220","Chichi wo uru ko","Makino","Shin'ichi","1924","SHISHOSETSU","third",0.00367954507442716,0.0247533032279645,0.00719183810001672,10334,0.395266511580864,0.103245731108095,0.245563010184,0.385144460300362,0.0160968800439461,0.0161490685952925,0.85,5.01276342540059,0.0502248646528535,0.0743456365037893,0.906,1.41959741608886,0.0391369177393675,0.478,1.57489474351353,0.0345321753959621,1.23303614428819,0.0740171442127211,0.47,0.104949321481165,0.0390329912511998,1.23303614428819,0.0916410879586813,0.951907678902252,0.155759147292917,0.970119954484691,0.00253986171863976,0,0,0.0471285452236489,0.172992803725131,0.527867927190631
